#Filename,File Type,Radial Velocity (km/s),Guessed Spectral Type,Guessed [Fe/H],plate,mjd,fiber
spec-8534-57905-0960.fits,sdssdr12,-41.38833333,M5,0.5,8534,57905,960
spec-7283-57063-0004.fits,sdssdr12,-28.74333333,M0,0.5,7283,57063,4
spec-8236-58197-0877.fits,sdssdr12,-20.5625,M7,0.5,8236,58197,877
spec-7429-56740-0807.fits,sdssdr12,17.555,F1,-1.5,7429,56740,807
spec-7677-57363-0816.fits,sdssdr12,-13.93,G8+K5,0,7677,57363,816
spec-7645-57573-0157.fits,sdssdr12,-15.10833333,K7+M0,0,7645,57573,157
spec-7287-57042-0329.fits,sdssdr12,-219.76,K5+C4,0,7287,57042,329
spec-7606-56977-0394.fits,sdssdr12,-6.415,K1,-1,7606,56977,394
spec-8871-57519-0714.fits,sdssdr12,-71.94,K7,-0.5,8871,57519,714
spec-7409-56809-0408.fits,sdssdr12,-123.3633333,K0+C4,0,7409,56809,408
spec-8384-57513-0489.fits,sdssdr12,21.71333333,K7+M1,0,8384,57513,489
spec-8872-57422-0782.fits,sdssdr12,8.375,M3,0.5,8872,57422,782
spec-8739-57645-0376.fits,sdssdr12,-64.27833333,M3,-1,8739,57645,376
spec-11079-58485-0860.fits,sdssdr12,-27.61,M3,-1,11079,58485,860
spec-8869-57481-0341.fits,sdssdr12,-111.3883333,F5,-2,8869,57481,341
spec-7864-56979-0766.fits,sdssdr12,-25.82,K5,-0.5,7864,56979,766
spec-7698-58013-0622.fits,sdssdr12,-31.76333333,M1,-0.5,7698,58013,622
spec-7275-57093-0418.fits,sdssdr12,-140.4183333,G3,0,7275,57093,418
spec-7376-56749-0730.fits,sdssdr12,20.255,M0,-0.5,7376,56749,730
spec-7396-56809-0888.fits,sdssdr12,-22.14333333,M1,0.5,7396,56809,888
spec-7421-57159-0293.fits,sdssdr12,-42.885,K5,-0.5,7421,57159,293
spec-7766-58395-0233.fits,sdssdr12,-81.125,G4,-0.5,7766,58395,233
spec-7681-57042-0768.fits,sdssdr12,-3.68,M4,0.5,7681,57042,768
spec-7706-57575-0692.fits,sdssdr12,-10.6825,M2,0,7706,57575,692
spec-10262-58543-0779.fits,sdssdr12,-34.80333333,M3,0.5,10262,58543,779
spec-7706-57575-0368.fits,sdssdr12,30.36166667,M2+C5,0,7706,57575,368
spec-7388-56783-0333.fits,sdssdr12,19.90833333,K4+M1,0,7388,56783,333
spec-7316-56710-0896.fits,sdssdr12,-170.5883333,F4,-1.5,7316,56710,896
spec-3291-54939-0220.fits,sdssdr12,-74.88666666,A7+F2,0,3291,54939,220
spec-7512-56777-0490.fits,sdssdr12,-23.88666667,M0+WD2,0,7512,56777,490
spec-10914-58257-0900.fits,sdssdr12,-106.8266667,K2,-1,10914,58257,900
spec-8864-57428-0402.fits,sdssdr12,-81.98833333,A3+F0,0,8864,57428,402
spec-7404-56776-0376.fits,sdssdr12,42.6425,F4,-1.5,7404,56776,376
spec-7692-57064-0127.fits,sdssdr12,-25.9525,M3,0.5,7692,57064,127
spec-7429-56740-0104.fits,sdssdr12,-32.04166667,M3,0.5,7429,56740,104
spec-2214-53794-0154.fits,sdssdr12,112.2466667,F2,-1.5,2214,53794,154
spec-7430-57105-0866.fits,sdssdr12,-2.946666667,M0,-0.5,7430,57105,866
spec-10265-58512-0134.fits,sdssdr12,-25.84666667,K2+WD2,0,10265,58512,134
spec-8234-57450-0628.fits,sdssdr12,5.225,M7,0.5,8234,57450,628
spec-8525-57900-0173.fits,sdssdr12,-0.71,K7,-0.5,8525,57900,173
spec-7290-57073-0448.fits,sdssdr12,-51.85333333,F9+G1,0,7290,57073,448
spec-8064-58255-0901.fits,sdssdr12,41.01166667,K5,-2,8064,58255,901
spec-11381-58464-0854.fits,sdssdr12,-22.13,M5,0.5,11381,58464,854
spec-7627-56933-0292.fits,sdssdr12,-43.16166667,K4,-1,7627,56933,292
spec-2969-54586-0581.fits,sdssdr12,-212.8233333,F7,-1,2969,54586,581
spec-7637-56933-0060.fits,sdssdr12,-1.375,M4,0.5,7637,56933,60
spec-7285-56991-0670.fits,sdssdr12,-11.93,M4,0.5,7285,56991,670
spec-7604-56947-0989.fits,sdssdr12,-5.848333333,M2,1,7604,56947,989
spec-7394-57131-0444.fits,sdssdr12,105.8166667,A3+F0,0,7394,57131,444
spec-7513-56780-0592.fits,sdssdr12,8.6025,M3,0.5,7513,56780,592
spec-7874-57279-0503.fits,sdssdr12,-45.66333333,M6,0,7874,57279,503
spec-3192-54829-0081.fits,sdssdr12,251.565,F8,-1.5,3192,54829,81
spec-7401-56808-0618.fits,sdssdr12,-40.5575,M2,0,7401,56808,618
spec-7512-56777-0185.fits,sdssdr12,82.4475,K7+WD2,0,7512,56777,185
spec-11109-58523-0637.fits,sdssdr12,-30.56333333,G3,0,11109,58523,637
spec-7912-57310-0743.fits,sdssdr12,-25.78166667,M6,0,7912,57310,743
spec-7607-56902-0616.fits,sdssdr12,-51.41166667,K7+M0,0,7607,56902,616
spec-7748-58396-0402.fits,sdssdr12,-9.6475,M5,0.5,7748,58396,402
spec-7419-56811-0214.fits,sdssdr12,26.35333333,F5,-2,7419,56811,214
spec-7381-56717-0498.fits,sdssdr12,6.818333333,K5,-0.5,7381,56717,498
spec-7693-57361-0919.fits,sdssdr12,-16.57666667,M2,1,7693,57361,919
spec-7410-57104-0741.fits,sdssdr12,-24.43166667,M1,-0.5,7410,57104,741
spec-7399-57162-0408.fits,sdssdr12,11.5375,M4,0.5,7399,57162,408
spec-10267-58223-0798.fits,sdssdr12,86.61333333,M3,0.5,10267,58223,798
spec-8389-57488-0794.fits,sdssdr12,-51.11666667,M5,0.5,8389,57488,794
spec-8194-57401-0024.fits,sdssdr12,-9.056666666,M4,0.5,8194,57401,24
spec-7279-57071-0836.fits,sdssdr12,-74.57,M4,0.5,7279,57071,836
spec-7412-57162-0428.fits,sdssdr12,-149.7333333,G3,-1,7412,57162,428
spec-8526-57898-0549.fits,sdssdr12,8.906666666,M6,0,8526,57898,549
spec-7659-57060-0001.fits,sdssdr12,-128.5033333,F3,0,7659,57060,1
spec-7327-56715-0890.fits,sdssdr12,21.7125,M2,0,7327,56715,890
spec-8838-57870-0570.fits,sdssdr12,-13.41166667,F3,-2,8838,57870,570
spec-7904-57358-0334.fits,sdssdr12,-7.36,M5,0.5,7904,57358,334
spec-7851-56932-0851.fits,sdssdr12,-61.0675,M4,0.5,7851,56932,851
spec-8738-57402-0560.fits,sdssdr12,10.79333333,M6,0,8738,57402,560
spec-7601-56959-0578.fits,sdssdr12,-104.78,M0,-0.5,7601,56959,578
spec-7299-56686-0266.fits,sdssdr12,3.1425,M4,0.5,7299,56686,266
spec-7602-56954-0361.fits,sdssdr12,-4.321666667,M5,0.5,7602,56954,361
spec-7830-57043-0486.fits,sdssdr12,-34.17,K3,-2,7830,57043,486
spec-7430-57105-0470.fits,sdssdr12,17.4975,M3,0.5,7430,57105,470
spec-9359-58056-0860.fits,sdssdr12,-4.95,M5,0.5,9359,58056,860
spec-7291-56992-0386.fits,sdssdr12,-73.60666666,M2,1,7291,56992,386
spec-7293-56741-0690.fits,sdssdr12,-24.84666667,M5,0.5,7293,56741,690
spec-11377-58434-0448.fits,sdssdr12,53.62833333,F5,-2,11377,58434,448
spec-8496-58159-0492.fits,sdssdr12,-9.656666666,K7+WD2,0,8496,58159,492
spec-7689-57743-0202.fits,sdssdr12,-58.2325,M5,0.5,7689,57743,202
spec-8370-57520-0209.fits,sdssdr12,-28.6425,M2,1,8370,57520,209
spec-7864-56979-0623.fits,sdssdr12,36.84333333,M4,0.5,7864,56979,623
spec-8224-57378-0917.fits,sdssdr12,16.995,M5,0.5,8224,57378,917
spec-7400-57134-0206.fits,sdssdr12,-136.2183333,G7,-1.5,7400,57134,206
spec-7292-56709-0917.fits,sdssdr12,-43.53,G9,-0.5,7292,56709,917
spec-8420-58197-0688.fits,sdssdr12,-56.57666667,M0,0.5,8420,58197,688
spec-7434-57166-0100.fits,sdssdr12,-15.12333333,M4,0.5,7434,57166,100
spec-7727-58152-0278.fits,sdssdr12,-58.42166666,M4,0.5,7727,58152,278
spec-7678-57282-0162.fits,sdssdr12,-78.15166666,M3,0.5,7678,57282,162
spec-7302-57012-0934.fits,sdssdr12,-0.741666667,M1,-0.5,7302,57012,934
spec-7387-57038-0922.fits,sdssdr12,67.24,M4,0.5,7387,57038,922
spec-7746-58074-0167.fits,sdssdr12,-40.53166667,A8,0.5,7746,58074,167
spec-7291-56992-0806.fits,sdssdr12,-2.1775,M1,-0.5,7291,56992,806
spec-5794-56282-0660.fits,sdssdr12,-7.365,A8,0.5,5794,56282,660
spec-7383-56749-0397.fits,sdssdr12,1.5275,K4+M1,0,7383,56749,397
spec-7389-56769-0853.fits,sdssdr12,84.46833333,K7+WD2,0,7389,56769,853
spec-8285-57048-0590.fits,sdssdr12,-34.83666667,M5,0.5,8285,57048,590
spec-7512-56777-0756.fits,sdssdr12,85.85666666,M6,0,7512,56777,756
spec-7278-57041-0347.fits,sdssdr12,-44.51833333,G9+K4,0,7278,57041,347
spec-7412-57162-0701.fits,sdssdr12,-205.0583333,M0,-0.5,7412,57162,701
spec-7822-57041-0384.fits,sdssdr12,46.78,M5,0.5,7822,57041,384
spec-7399-57162-0721.fits,sdssdr12,131.2333333,K7+M1,0,7399,57162,721
spec-8752-58402-0554.fits,sdssdr12,-73.70333333,M2,1,8752,58402,554
spec-8237-58162-0592.fits,sdssdr12,18.565,M7,0.5,8237,58162,592
spec-8280-57061-0800.fits,sdssdr12,-68.71333333,M3,0.5,8280,57061,800
spec-8201-58146-0556.fits,sdssdr12,-40.4525,M4,0.5,8201,58146,556
spec-7864-56979-0859.fits,sdssdr12,-236.1383333,K7,-0.5,7864,56979,859
spec-7630-57006-0365.fits,sdssdr12,-220.6025,F8,-1.5,7630,57006,365
spec-7612-56972-0157.fits,sdssdr12,-43.58166667,F6,-1.5,7612,56972,157
spec-8825-57451-0168.fits,sdssdr12,38.5475,M5,0.5,8825,57451,168
spec-8751-57685-0249.fits,sdssdr12,-27.34666667,F7,-2,8751,57685,249
spec-7387-57038-0888.fits,sdssdr12,0.203333333,M1,0.5,7387,57038,888
spec-7399-57162-0371.fits,sdssdr12,-23.21,M4,0.5,7399,57162,371
spec-7410-57104-0038.fits,sdssdr12,-92.2775,G9,-0.5,7410,57104,38
spec-8217-58172-0090.fits,sdssdr12,-88.4775,K7+WD2,0,8217,58172,90
spec-7839-56900-0632.fits,sdssdr12,-47.47,M5,0.5,7839,56900,632
spec-8871-57519-0082.fits,sdssdr12,-61.945,M1,0.5,8871,57519,82
spec-7421-57159-0856.fits,sdssdr12,37.79,G3,-2,7421,57159,856
spec-7694-57359-0492.fits,sdssdr12,-65.21,M1,0.5,7694,57359,492
spec-11114-58437-0092.fits,sdssdr12,-39.12333333,F9+G9,0,11114,58437,92
spec-7760-58080-0598.fits,sdssdr12,4.6475,M4,0.5,7760,58080,598
spec-7305-56991-0405.fits,sdssdr12,-147.6333333,F7+WD10,0,7305,56991,405
spec-7401-56808-0862.fits,sdssdr12,-141.22,F6,-0.5,7401,56808,862
spec-7580-56955-0792.fits,sdssdr12,-44.2925,M2,0,7580,56955,792
spec-7617-56949-0658.fits,sdssdr12,-63.575,M5,0.5,7617,56949,658
spec-7870-57016-0722.fits,sdssdr12,-4.696666667,M4,0.5,7870,57016,722
spec-7516-56782-0599.fits,sdssdr12,-110.0733333,M0+WD2,0,7516,56782,599
spec-10663-58162-0126.fits,sdssdr12,-26.85333333,M4,0.5,10663,58162,126
spec-7400-57134-0085.fits,sdssdr12,0.7,K7+M1,0,7400,57134,85
spec-7433-57166-0697.fits,sdssdr12,-110.3,M2,0,7433,57166,697
spec-7878-57340-0102.fits,sdssdr12,-42.65333333,M6,-0.5,7878,57340,102
spec-7311-57038-0900.fits,sdssdr12,-15.6875,K5+M1,0,7311,57038,900
spec-8877-57782-0332.fits,sdssdr12,-150.4716667,M8,0,8877,57782,332
spec-7728-58138-0898.fits,sdssdr12,-30.2975,M2,1,7728,58138,898
spec-11634-58484-0614.fits,sdssdr12,-92.515,G7+WD7,0,11634,58484,614
spec-7424-57160-0097.fits,sdssdr12,57.59333333,M1,-0.5,7424,57160,97
spec-8207-57431-0109.fits,sdssdr12,-96.7125,M1,0.5,8207,57431,109
spec-7303-57013-0104.fits,sdssdr12,-33.885,M3,0.5,7303,57013,104
spec-7620-56904-0171.fits,sdssdr12,-22.055,M0,-0.5,7620,56904,171
spec-7300-56707-0031.fits,sdssdr12,-98.9125,M0,0.5,7300,56707,31
spec-2523-54572-0184.fits,sdssdr12,-47.555,F6,-1.5,2523,54572,184
spec-11114-58437-0138.fits,sdssdr12,33.08666667,M3,-1,11114,58437,138
spec-7281-57007-0236.fits,sdssdr12,25.31333333,M0,0.5,7281,57007,236
spec-7693-57361-0763.fits,sdssdr12,-8.873333333,M5,0.5,7693,57361,763
spec-7422-56799-0918.fits,sdssdr12,132.7816667,G4+WD6,0,7422,56799,918
spec-7403-57071-0780.fits,sdssdr12,-254.2,G9,-0.5,7403,57071,780
spec-7424-57160-0078.fits,sdssdr12,-0.72,M4,0.5,7424,57160,78
spec-8516-58220-0590.fits,sdssdr12,-143.24,F6,-1.5,8516,58220,590
spec-11042-58462-0474.fits,sdssdr12,-73.83,M7,0.5,11042,58462,474
spec-11346-58429-0389.fits,sdssdr12,91.62833333,A8,0.5,11346,58429,389
spec-8491-57488-0916.fits,sdssdr12,-55.45,M4,0.5,8491,57488,916
spec-7872-57279-0929.fits,sdssdr12,-27.79833333,F7+G7,0,7872,57279,929
spec-7302-57012-0172.fits,sdssdr12,-29.08166667,M3,-1,7302,57012,172
spec-7291-56992-0040.fits,sdssdr12,-30.42333333,M5,0.5,7291,56992,40
spec-7424-57160-0428.fits,sdssdr12,-27.7025,M5,0.5,7424,57160,428
spec-7289-57039-0851.fits,sdssdr12,45.02333333,M3,0.5,7289,57039,851
spec-7729-58135-0796.fits,sdssdr12,13.22,M4,0.5,7729,58135,796
spec-8512-57903-0555.fits,sdssdr12,-50.105,K5,-0.5,8512,57903,555
spec-7596-56945-0324.fits,sdssdr12,-30.66,G4+K2,0,7596,56945,324
spec-10910-58254-0838.fits,sdssdr12,-185.0866667,F4,-1.5,10910,58254,838
spec-8392-57483-0538.fits,sdssdr12,-30.1525,M0,0.5,8392,57483,538
spec-8535-58019-0517.fits,sdssdr12,-251.145,F0,-1.5,8535,58019,517
spec-11633-58463-0152.fits,sdssdr12,2.043333333,M6,0,11633,58463,152
spec-7275-57093-0361.fits,sdssdr12,-48.69,M2,1,7275,57093,361
spec-7713-58096-0471.fits,sdssdr12,-8.175,M4,0.5,7713,58096,471
spec-7391-56781-0356.fits,sdssdr12,6.535,M6,0,7391,56781,356
spec-7608-56945-0208.fits,sdssdr12,-47.675,M4,0.5,7608,56945,208
spec-8541-58257-0778.fits,sdssdr12,-250.845,F7,0,8541,58257,778
spec-7289-57039-0502.fits,sdssdr12,-118.255,M0,-0.5,7289,57039,502
spec-10237-58154-0487.fits,sdssdr12,96.31666666,M8,-0.5,10237,58154,487
spec-8363-58140-0584.fits,sdssdr12,7.04,M0,0.5,8363,58140,584
spec-0820-52438-0503.fits,sdssdr12,-117.2783333,A6,0,820,52438,503
spec-7421-57159-0010.fits,sdssdr12,-10.63833333,F9+WD6,0,7421,57159,10
spec-8522-58193-0207.fits,sdssdr12,-255,M0,0.5,8522,58193,207
spec-8541-58257-0282.fits,sdssdr12,-141.295,F7,-1,8541,58257,282
spec-7821-57279-0874.fits,sdssdr12,-17.61166667,M1,-0.5,7821,57279,874
spec-7383-56749-0728.fits,sdssdr12,30.85,K4+WD2,0,7383,56749,728
spec-11071-58429-0010.fits,sdssdr12,30.60833333,M8,0,11071,58429,10
spec-8740-57367-0188.fits,sdssdr12,7.62,M6,0,8740,57367,188
spec-7290-57073-0331.fits,sdssdr12,-23.6725,M2,1,7290,57073,331
spec-8402-57843-0322.fits,sdssdr12,-116.44,M4,0.5,8402,57843,322
spec-8219-57429-0964.fits,sdssdr12,16.91333333,M5,0.5,8219,57429,964
spec-4454-55536-0084.fits,sdssdr12,108.3516667,F2,-1.5,4454,55536,84
spec-1695-53473-0559.fits,sdssdr12,-35.68,F2,-0.5,1695,53473,559
spec-7392-56992-0336.fits,sdssdr12,-42.325,M1,0.5,7392,56992,336
spec-10250-58472-0201.fits,sdssdr12,-22.985,A8,0.5,10250,58472,201
spec-8398-57870-0912.fits,sdssdr12,-27.465,M3,0.5,8398,57870,912
spec-8434-57484-0352.fits,sdssdr12,-0.456666667,M6,0,8434,57484,352
spec-7515-56781-0789.fits,sdssdr12,-23.15,F7,0,7515,56781,789
spec-10744-58199-0996.fits,sdssdr12,-29.70333333,M5,0.5,10744,58199,996
spec-7606-56977-0814.fits,sdssdr12,-100.5916667,M0,-0.5,7606,56977,814
spec-11349-58441-0074.fits,sdssdr12,-67.73,K5,-2,11349,58441,74
spec-8209-57427-0366.fits,sdssdr12,-28.765,M4,0.5,8209,57427,366
spec-7305-56991-0813.fits,sdssdr12,-27.61166667,K3,-1,7305,56991,813
spec-11105-58457-0750.fits,sdssdr12,66.26333333,K4+C4,0,11105,58457,750
spec-7860-57006-0982.fits,sdssdr12,-3.365,G7,-1.5,7860,57006,982
spec-7600-56984-0816.fits,sdssdr12,-64.64666666,M5,0.5,7600,56984,816
spec-7418-57165-0226.fits,sdssdr12,-12.93666667,M2,1,7418,57165,226
spec-7422-56799-0324.fits,sdssdr12,-35.325,K3+M0,0,7422,56799,324
spec-7314-56990-0802.fits,sdssdr12,-56.575,M2,1,7314,56990,802
spec-7304-56745-0652.fits,sdssdr12,-122.9116667,G7+WD5,0,7304,56745,652
spec-8432-57834-0658.fits,sdssdr12,-52.05833333,M3,0.5,8432,57834,658
spec-7611-56946-0549.fits,sdssdr12,-10.44833333,M1,0.5,7611,56946,549
spec-8400-57837-0142.fits,sdssdr12,-21.545,M4,0.5,8400,57837,142
spec-7593-56958-0945.fits,sdssdr12,-71.58833333,M3,0.5,7593,56958,945
spec-7276-57061-0014.fits,sdssdr12,1.2475,K7+M0,0,7276,57061,14
spec-8179-57429-0788.fits,sdssdr12,43.4425,K7+M0,0,8179,57429,788
spec-8212-58171-0750.fits,sdssdr12,-56.325,M7,0.5,8212,58171,750
spec-7865-56955-0151.fits,sdssdr12,-20.0725,M3,0.5,7865,56955,151
spec-8742-57364-0219.fits,sdssdr12,-55.84833333,M4,0.5,8742,57364,219
spec-7517-56772-0035.fits,sdssdr12,-4.26,M3,0.5,7517,56772,35
spec-8425-58226-0364.fits,sdssdr12,-132.2725,M3,0.5,8425,58226,364
spec-7412-57162-0982.fits,sdssdr12,-65.8375,M2,0,7412,57162,982
spec-11352-58456-0808.fits,sdssdr12,96.885,F5,-2,11352,58456,808
spec-8539-58021-0314.fits,sdssdr12,-252.515,F7,-1,8539,58021,314
spec-7737-57722-0298.fits,sdssdr12,-71.62,K2,-1,7737,57722,298
spec-8218-57519-0375.fits,sdssdr12,-35.465,M3,0.5,8218,57519,375
spec-8232-58135-0407.fits,sdssdr12,-62.14666666,G8+K4,0,8232,58135,407
spec-7279-57071-0066.fits,sdssdr12,21.09833333,K3+WD5,0,7279,57071,66
spec-8834-57458-0029.fits,sdssdr12,25.395,M0,0.5,8834,57458,29
spec-7830-57043-0185.fits,sdssdr12,56.60666667,K4,-2,7830,57043,185
spec-7308-56709-0360.fits,sdssdr12,24.0475,G0,-0.5,7308,56709,360
spec-7820-56984-0010.fits,sdssdr12,1.333333333,M4,0.5,7820,56984,10
spec-8394-57865-0100.fits,sdssdr12,-19.405,M4,0.5,8394,57865,100
spec-5790-56271-0676.fits,sdssdr12,28.51333333,F3,-2,5790,56271,676
spec-7864-56979-0320.fits,sdssdr12,-159.4316667,K3,-1,7864,56979,320
spec-7760-58080-0648.fits,sdssdr12,-87.38833333,F7,0,7760,58080,648
spec-7634-56935-0290.fits,sdssdr12,3.196666667,M5,0.5,7634,56935,290
spec-7675-57327-0356.fits,sdssdr12,-96.22,M0,0.5,7675,57327,356
spec-11105-58457-0896.fits,sdssdr12,-115.9266667,WD2,0,11105,58457,896
spec-8517-57899-0337.fits,sdssdr12,-81.385,F5,-2,8517,57899,337
spec-7303-57013-0391.fits,sdssdr12,-26.185,M2,0,7303,57013,391
spec-8232-58135-0542.fits,sdssdr12,4.626666667,G4,-1.5,8232,58135,542
spec-7281-57007-0559.fits,sdssdr12,113.2433333,M3,-1,7281,57007,559
spec-10273-58466-0914.fits,sdssdr12,97.7,M4,0.5,10273,58466,914
spec-7380-56753-0888.fits,sdssdr12,6.8775,M2,1,7380,56753,888
spec-1330-52822-0189.fits,sdssdr12,-232.21,F3,0,1330,52822,189
spec-8203-57428-0204.fits,sdssdr12,40.725,M4,0.5,8203,57428,204
spec-7517-56772-0170.fits,sdssdr12,-14.78333333,M0,0.5,7517,56772,170
spec-7416-56810-0013.fits,sdssdr12,1.381666667,M2,1,7416,56810,13
spec-8283-57064-0963.fits,sdssdr12,50.21833333,M4,0.5,8283,57064,963
spec-7610-56980-0589.fits,sdssdr12,61.03,M3,0.5,7610,56980,589
spec-7864-56979-0635.fits,sdssdr12,-58.22,M3,0.5,7864,56979,635
spec-8202-58158-0827.fits,sdssdr12,-66.27,M1,0.5,8202,58158,827
spec-8397-57482-0966.fits,sdssdr12,-29.64333333,M0,-0.5,8397,57482,966
spec-1925-53327-0448.fits,sdssdr12,-4.593333333,F5,-2,1925,53327,448
spec-8387-57483-0819.fits,sdssdr12,-51,K7+M2,0,8387,57483,819
spec-7400-57134-0640.fits,sdssdr12,10.5875,M6,-0.5,7400,57134,640
spec-7297-57040-0350.fits,sdssdr12,-119.0083333,G4+K3,0,7297,57040,350
spec-7822-57041-0812.fits,sdssdr12,-55.565,M5,0.5,7822,57041,812
spec-8163-57049-0772.fits,sdssdr12,-8.655,M5,0.5,8163,57049,772
spec-7279-57071-0820.fits,sdssdr12,-61.68,K7,0.5,7279,57071,820
spec-7434-57166-0815.fits,sdssdr12,24.88,K7,-0.5,7434,57166,815
spec-7385-56710-0858.fits,sdssdr12,19.25,M3,-1,7385,56710,858
spec-8493-58162-0221.fits,sdssdr12,-37.98833333,F7+K0,0,8493,58162,221
spec-7588-56903-0052.fits,sdssdr12,-127.6866667,K7,-0.5,7588,56903,52
spec-2029-53819-0362.fits,sdssdr12,-14.725,F1,-0.5,2029,53819,362
spec-8864-57428-0101.fits,sdssdr12,-50.20166667,M5,0.5,8864,57428,101
spec-7615-56977-0270.fits,sdssdr12,-104.805,M3,-1,7615,56977,270
spec-7419-56811-0202.fits,sdssdr12,-9.05,G8+K3,0,7419,56811,202
spec-3213-54865-0594.fits,sdssdr12,159.48,F6,-1.5,3213,54865,594
spec-7631-57279-0046.fits,sdssdr12,26.33,M4,0.5,7631,57279,46
spec-8505-57834-0898.fits,sdssdr12,102.4175,M5,0.5,8505,57834,898
spec-8377-57783-0848.fits,sdssdr12,20.605,M4,0.5,8377,57783,848
spec-3377-54950-0495.fits,sdssdr12,-5.763333333,K1,-1,3377,54950,495
spec-7418-57165-0363.fits,sdssdr12,-3.843333333,M5,0.5,7418,57165,363
spec-7621-56985-0560.fits,sdssdr12,43.89833333,M1,-0.5,7621,56985,560
spec-8497-58161-0899.fits,sdssdr12,-104.825,M6,0,8497,58161,899
spec-8063-57576-0759.fits,sdssdr12,-71.92666666,M4,0.5,8063,57576,759
spec-7397-57129-0646.fits,sdssdr12,7.415,K5+M1,0,7397,57129,646
spec-7700-58016-0808.fits,sdssdr12,2.655,M3,0.5,7700,58016,808
spec-7377-56741-0427.fits,sdssdr12,-26.21166667,K3,-1,7377,56741,427
spec-7404-56776-0225.fits,sdssdr12,-25.81166667,K7,0.5,7404,56776,225
spec-7595-56957-0068.fits,sdssdr12,-14.405,M1,-0.5,7595,56957,68
spec-7285-56991-0666.fits,sdssdr12,53.015,M6,-0.5,7285,56991,666
spec-7838-56958-0322.fits,sdssdr12,6.761666666,F2,-1.5,7838,56958,322
spec-7329-56719-0126.fits,sdssdr12,23.32833333,K7,0.5,7329,56719,126
spec-8376-57786-0495.fits,sdssdr12,38.2775,M3,0.5,8376,57786,495
spec-7739-57673-0403.fits,sdssdr12,-21.4975,K4+WD2,0,7739,57673,403
spec-7378-56715-0028.fits,sdssdr12,70.48666666,M0,-0.5,7378,56715,28
spec-11059-58515-0170.fits,sdssdr12,-42.05666667,M3,0.5,11059,58515,170
spec-7423-57135-0558.fits,sdssdr12,-220.7225,K2+C4,0,7423,57135,558
spec-7634-56935-0506.fits,sdssdr12,29.4575,M4,0.5,7634,56935,506
spec-7397-57129-0996.fits,sdssdr12,-57.15333333,K5+M1,0,7397,57129,996
spec-7752-58072-0021.fits,sdssdr12,-107.595,K5,-0.5,7752,58072,21
spec-7275-57093-0398.fits,sdssdr12,-57.42,M5,0.5,7275,57093,398
spec-7401-56808-0874.fits,sdssdr12,-12.1275,M0,0.5,7401,56808,874
spec-7757-58392-0397.fits,sdssdr12,-20.06166667,M4,0.5,7757,58392,397
spec-7860-57006-0582.fits,sdssdr12,3.871666667,M6,0,7860,57006,582
spec-7758-58402-0778.fits,sdssdr12,-22.3225,M6,0,7758,58402,778
spec-8165-57374-0228.fits,sdssdr12,-17.01166667,F9,-1,8165,57374,228
spec-7667-57580-0657.fits,sdssdr12,16.8125,M5,0.5,7667,57580,657
spec-11061-58428-0895.fits,sdssdr12,-88.64333333,M4,0.5,11061,58428,895
spec-7392-56992-0265.fits,sdssdr12,-91.88,F7,-1,7392,56992,265
spec-7393-56749-0036.fits,sdssdr12,-56.655,M3,0.5,7393,56749,36
spec-7599-56955-0655.fits,sdssdr12,-214.6966667,K1,-2,7599,56955,655
spec-10661-58171-0565.fits,sdssdr12,119.36,K0+C4,0,10661,58171,565
spec-8430-57488-0794.fits,sdssdr12,-255,G3,0,8430,57488,794
spec-7512-56777-0310.fits,sdssdr12,-95.86833333,F5,-1,7512,56777,310
spec-8295-57401-0589.fits,sdssdr12,-85.81666666,M5,0.5,8295,57401,589
spec-11115-58514-0954.fits,sdssdr12,25.24,M4,0.5,11115,58514,954
spec-11087-58488-0606.fits,sdssdr12,-42.5875,M3,0.5,11087,58488,606
spec-7303-57013-0811.fits,sdssdr12,-8.85,M2,1,7303,57013,811
spec-8371-57751-0466.fits,sdssdr12,63.87833333,M6,-0.5,8371,57751,466
spec-7512-56777-0740.fits,sdssdr12,-114.5666667,G3,0,7512,56777,740
spec-8187-57423-0290.fits,sdssdr12,26.7725,F2,-0.5,8187,57423,290
spec-7898-57363-0273.fits,sdssdr12,-76.72666666,K7,-0.5,7898,57363,273
spec-7850-56956-0830.fits,sdssdr12,-186.7983333,F7+K5,0,7850,56956,830
spec-10264-58162-0720.fits,sdssdr12,-9.395,M4,0.5,10264,58162,720
spec-11081-58398-0692.fits,sdssdr12,-37.085,M6,-0.5,11081,58398,692
spec-7702-58017-0441.fits,sdssdr12,21.4975,M4,0.5,7702,58017,441
spec-11354-58441-0748.fits,sdssdr12,60.515,K5,-0.5,11354,58441,748
spec-7387-57038-0934.fits,sdssdr12,9.3775,M4,0.5,7387,57038,934
spec-8437-57894-0934.fits,sdssdr12,-13.87666667,M5,0.5,8437,57894,934
spec-7302-57012-0922.fits,sdssdr12,-50.445,M2,1,7302,57012,922
spec-8391-57511-0666.fits,sdssdr12,-40.31333333,M4,0.5,8391,57511,666
spec-7626-56934-0178.fits,sdssdr12,18.43333333,M3,0.5,7626,56934,178
spec-8399-57843-0109.fits,sdssdr12,26.18166667,M4,0.5,8399,57843,109
spec-11349-58441-0062.fits,sdssdr12,-50.49333333,M6,0,11349,58441,62
spec-7819-57280-0012.fits,sdssdr12,25.24333333,M4,0.5,7819,57280,12
