#Filename,File Type,Radial Velocity (km/s),Guessed Spectral Type,Guessed [Fe/H],plate,mjd,fiber
spec-7766-58395-0995.fits,sdssdr12,34.00333333,M3,0.5,7766,58395,995
spec-7275-57093-0717.fits,sdssdr12,-32.05666667,M2,0,7275,57093,717
spec-7296-57046-0254.fits,sdssdr12,24.815,M2,0,7296,57046,254
spec-7306-56684-0129.fits,sdssdr12,-25.9675,M2,0,7306,56684,129
spec-7328-56715-0300.fits,sdssdr12,-106.42,M0,-0.5,7328,56715,300
spec-11069-58456-0602.fits,sdssdr12,41.825,M1,0.5,11069,58456,602
spec-8840-57425-0453.fits,sdssdr12,84.95833333,M2,1,8840,57425,453
spec-7613-56988-0090.fits,sdssdr12,-57.37666666,K4+M1,0,7613,56988,90
spec-10288-58131-0822.fits,sdssdr12,91.65,A7+F2,0,10288,58131,822
spec-11677-58510-0960.fits,sdssdr12,225.8766667,F9+WD3,0,11677,58510,960
spec-8833-57779-0438.fits,sdssdr12,36.83666667,M3,0.5,8833,57779,438
spec-8412-58172-0657.fits,sdssdr12,-83.96333333,M1,0.5,8412,58172,657
spec-7676-57329-0603.fits,sdssdr12,-41.445,M2,0,7676,57329,603
spec-8395-57834-0311.fits,sdssdr12,11.30666667,M8,-0.5,8395,57834,311
spec-7391-56781-0370.fits,sdssdr12,-0.846666667,M6,0,7391,56781,370
spec-7662-57358-0358.fits,sdssdr12,-17.6775,M5,0.5,7662,57358,358
spec-7661-57286-0614.fits,sdssdr12,-87.43166666,F7+G4,0,7661,57286,614
spec-8431-57482-0638.fits,sdssdr12,6.935,M5,0.5,8431,57482,638
spec-7635-56979-0860.fits,sdssdr12,-42.39333333,M6,0,7635,56979,860
spec-8865-57426-0505.fits,sdssdr12,-62.19,K4+WD2,0,8865,57426,505
spec-5403-55979-0100.fits,sdssdr12,69.09833333,F4,-1.5,5403,55979,100
spec-7834-56979-0321.fits,sdssdr12,23.47,K7+M2,0,7834,56979,321
spec-7303-57013-0088.fits,sdssdr12,-20.88666667,F9+WD7,0,7303,57013,88
spec-7598-56956-0898.fits,sdssdr12,-110.93,M4,0.5,7598,56956,898
spec-7614-57307-0143.fits,sdssdr12,-67.135,M2,0,7614,57307,143
spec-3292-54943-0628.fits,sdssdr12,-253.3175,F7,-1,3292,54943,628
spec-7590-56944-0660.fits,sdssdr12,-91.2825,M0,0.5,7590,56944,660
spec-10239-58142-0334.fits,sdssdr12,20.0325,M1,0.5,10239,58142,334
spec-8228-57423-0669.fits,sdssdr12,-29.94666667,M5,0.5,8228,57423,669
spec-2618-54506-0046.fits,sdssdr12,-76.44,F2,-0.5,2618,54506,46
spec-7305-56991-0423.fits,sdssdr12,24.69,M5,0.5,7305,56991,423
spec-6480-56340-0980.fits,sdssdr12,-69.33,K1,-1,6480,56340,980
spec-7418-57165-0979.fits,sdssdr12,-66.20333333,K7+M1,0,7418,57165,979
spec-7608-56945-0691.fits,sdssdr12,-76.94333333,M6,-0.5,7608,56945,691
spec-7591-56954-0160.fits,sdssdr12,-102.3775,M5,0.5,7591,56954,160
spec-1407-52886-0425.fits,sdssdr12,-64.98,F8,-1.5,1407,52886,425
spec-11653-58526-0562.fits,sdssdr12,36.455,G9+K4,0,11653,58526,562
spec-7282-56660-0036.fits,sdssdr12,-48.65,F7,-1,7282,56660,36
spec-7845-56980-0424.fits,sdssdr12,19.185,M6,0,7845,56980,424
spec-7625-57011-0221.fits,sdssdr12,-95.47,M4,0.5,7625,57011,221
spec-11346-58429-0340.fits,sdssdr12,9.0875,M1,-0.5,11346,58429,340
spec-7409-56809-0212.fits,sdssdr12,-30.21,M2,1,7409,56809,212
spec-7651-57654-0952.fits,sdssdr12,-47.75166667,M2,0,7651,57654,952
spec-8205-58143-0668.fits,sdssdr12,-64.9775,M3+C3,0,8205,58143,668
spec-7305-56991-0073.fits,sdssdr12,33.82666667,M3,0.5,7305,56991,73
spec-1998-53433-0402.fits,sdssdr12,-130.23,A7,0,1998,53433,402
spec-11653-58526-0098.fits,sdssdr12,73.905,K3,-1,11653,58526,98
spec-7300-56707-0017.fits,sdssdr12,-33.79,M4,0.5,7300,56707,17
spec-10925-58271-0154.fits,sdssdr12,-68.2375,K4+WD2,0,10925,58271,154
spec-7319-56962-0035.fits,sdssdr12,35.64833333,G0+WD3,0,7319,56962,35
spec-7303-57013-0122.fits,sdssdr12,157.5575,M0,-0.5,7303,57013,122
spec-7852-56987-0146.fits,sdssdr12,10.65333333,M7,0.5,7852,56987,146
spec-7850-56956-0553.fits,sdssdr12,52.75,M3,-1,7850,56956,553
spec-10753-58242-0246.fits,sdssdr12,-69.63666666,K7,-0.5,10753,58242,246
spec-7611-56946-0715.fits,sdssdr12,-103.465,M0,-0.5,7611,56946,715
spec-7592-56947-0764.fits,sdssdr12,6.573333333,M4,0.5,7592,56947,764
spec-7708-57664-0746.fits,sdssdr12,-219.4766667,G9,-0.5,7708,57664,746
spec-7512-56777-0770.fits,sdssdr12,37.77,M0,0.5,7512,56777,770
spec-7380-56753-0292.fits,sdssdr12,-23.50166667,M1,0.5,7380,56753,292
spec-8227-57427-0524.fits,sdssdr12,-18.04666667,F7,-2,8227,57427,524
spec-8368-57431-0890.fits,sdssdr12,6.9975,M5,0.5,8368,57431,890
spec-7393-56749-0456.fits,sdssdr12,40.11,M4,0.5,7393,56749,456
spec-2086-53401-0152.fits,sdssdr12,-31.32333333,F4,-0.5,2086,53401,152
spec-7432-57107-0149.fits,sdssdr12,-61.48,M4,0.5,7432,57107,149
spec-7422-56799-0482.fits,sdssdr12,-57.775,G4,-1.5,7422,56799,482
spec-10256-58193-0710.fits,sdssdr12,-23.37666667,M1,0.5,10256,58193,710
spec-2526-54582-0430.fits,sdssdr12,-45.15666667,F6,-1.5,2526,54582,430
spec-10740-58223-0308.fits,sdssdr12,-92.925,M6,0,10740,58223,308
spec-10276-58225-0028.fits,sdssdr12,-30.115,M5,0.5,10276,58225,28
spec-7898-57363-0613.fits,sdssdr12,-73.83166666,M0,0.5,7898,57363,613
spec-7574-56945-0385.fits,sdssdr12,-42.84166667,M3,0.5,7574,56945,385
spec-7690-57046-0300.fits,sdssdr12,-189.7683333,F7,-2,7690,57046,300
spec-7393-56749-0006.fits,sdssdr12,-13.57833333,M5,0.5,7393,56749,6
spec-7288-57039-0630.fits,sdssdr12,-54.25166667,F9+G1,0,7288,57039,630
spec-7317-56992-0690.fits,sdssdr12,13.3775,M2,0,7317,56992,690
spec-7398-56781-0053.fits,sdssdr12,56.61166667,K7,0.5,7398,56781,53
spec-7311-57038-0025.fits,sdssdr12,21.155,M2,0,7311,57038,25
spec-8860-57458-0846.fits,sdssdr12,29.1875,M3,-1,8860,57458,846
spec-7320-56722-0190.fits,sdssdr12,28.8225,M4,0.5,7320,56722,190
spec-7296-57046-0192.fits,sdssdr12,-64.575,M2,1,7296,57046,192
spec-7877-56898-0020.fits,sdssdr12,-10.40666667,M4,0.5,7877,56898,20
spec-8238-58171-0710.fits,sdssdr12,-75.61833333,M3,0.5,8238,58171,710
spec-7833-57286-0272.fits,sdssdr12,34.135,M3,0.5,7833,57286,272
spec-7734-58133-0310.fits,sdssdr12,-66.02333333,G5,-0.5,7734,58133,310
spec-8181-57073-0352.fits,sdssdr12,-14.125,M3,0.5,8181,57073,352
spec-7290-57073-0878.fits,sdssdr12,-58.4225,M5,0.5,7290,57073,878
spec-7408-56780-0811.fits,sdssdr12,-126.965,G9,-0.5,7408,56780,811
spec-7298-56661-0756.fits,sdssdr12,-1.973333333,M3,-1,7298,56661,756
spec-8744-58124-0128.fits,sdssdr12,-28.875,M4,0.5,8744,58124,128
spec-7296-57046-0468.fits,sdssdr12,-37.78833333,M0,0.5,7296,57046,468
spec-7380-56753-0912.fits,sdssdr12,-43.30333333,K3,-1,7380,56753,912
spec-7730-58107-0060.fits,sdssdr12,-48.36333333,M3,0.5,7730,58107,60
spec-1854-53566-0455.fits,sdssdr12,-144.825,F2,-0.5,1854,53566,455
spec-7683-58133-0146.fits,sdssdr12,-46.535,M4,0.5,7683,58133,146
spec-7757-58392-0574.fits,sdssdr12,-82.7825,M6,0,7757,58392,574
spec-7416-56810-0023.fits,sdssdr12,-82.07,G4+WD10,0,7416,56810,23
spec-7832-56904-0434.fits,sdssdr12,-143.5316667,A8,0.5,7832,56904,434
spec-8284-57419-0662.fits,sdssdr12,20.5175,M4,0.5,8284,57419,662
spec-8300-57391-0408.fits,sdssdr12,12.8625,M3,0.5,8300,57391,408
spec-7394-57131-0931.fits,sdssdr12,-86.80666666,F7,-2,7394,57131,931
spec-4503-55563-0496.fits,sdssdr12,71.0325,M8,0,4503,55563,496
spec-7396-56809-0142.fits,sdssdr12,2.223333333,M5,0.5,7396,56809,142
spec-10272-58172-0430.fits,sdssdr12,61.56333333,M5,0.5,10272,58172,430
spec-8411-57875-0276.fits,sdssdr12,-58.645,M3,-1,8411,57875,276
spec-7304-56745-0377.fits,sdssdr12,19.49,M3,0.5,7304,56745,377
spec-8303-57805-0834.fits,sdssdr12,-151.6866667,F7,0,8303,57805,834
spec-7432-57107-0630.fits,sdssdr12,-58.49166666,M5,0.5,7432,57107,630
spec-9353-57814-0887.fits,sdssdr12,-30.52666667,F7,0,9353,57814,887
spec-7711-57667-0912.fits,sdssdr12,6.615,K3,-1,7711,57667,912
spec-7290-57073-0481.fits,sdssdr12,47.52333333,F4,-1.5,7290,57073,481
spec-7392-56992-0486.fits,sdssdr12,-32.86666667,F9+G1,0,7392,56992,486
spec-7868-57006-0356.fits,sdssdr12,-19.37,M2,1,7868,57006,356
spec-7381-56717-0514.fits,sdssdr12,-189.205,M0,0.5,7381,56717,514
spec-7769-58420-0811.fits,sdssdr12,-19.755,M7,0.5,7769,58420,811
spec-7633-56931-0836.fits,sdssdr12,-23.44,M5,0.5,7633,56931,836
spec-8414-57846-0096.fits,sdssdr12,-62.025,M2,0,8414,57846,96
spec-2022-53827-0623.fits,sdssdr12,-175.7816667,A7,0,2022,53827,623
spec-8519-58198-0524.fits,sdssdr12,77.21166666,M2,1,8519,58198,524
spec-7383-56749-0098.fits,sdssdr12,-162.2433333,K1,-1,7383,56749,98
spec-7289-57039-0748.fits,sdssdr12,-76.5675,M2,1,7289,57039,748
spec-8220-57432-0714.fits,sdssdr12,33.84833333,M2+C5,0,8220,57432,714
spec-7859-57282-0139.fits,sdssdr12,-33.4625,M3,-1,7859,57282,139
spec-7512-56777-0459.fits,sdssdr12,-27.75333333,M1,0.5,7512,56777,459
spec-11636-58462-0595.fits,sdssdr12,0.868333333,M4,0.5,11636,58462,595
spec-7862-56984-0074.fits,sdssdr12,-33.10833333,M1,0.5,7862,56984,74
spec-8363-58140-0234.fits,sdssdr12,-32.94333333,M5,0.5,8363,58140,234
spec-7377-56741-0047.fits,sdssdr12,23.4975,M1,0.5,7377,56741,47
spec-7745-58077-0994.fits,sdssdr12,-120.7666667,F8,-1.5,7745,58077,994
spec-7595-56957-0408.fits,sdssdr12,-99.34333333,M2,0,7595,56957,408
spec-7409-56809-0992.fits,sdssdr12,-77.34166666,F4,-1.5,7409,56809,992
spec-7648-57329-0850.fits,sdssdr12,-44.98,M0,-0.5,7648,57329,850
spec-7426-56771-0193.fits,sdssdr12,-34.67333333,F7+G7,0,7426,56771,193
spec-7609-56959-0586.fits,sdssdr12,-39.305,M4,0.5,7609,56959,586
spec-7418-57165-0646.fits,sdssdr12,5.643333333,M4,0.5,7418,57165,646
spec-7404-56776-0350.fits,sdssdr12,8.7475,M2,1,7404,56776,350
spec-8366-57432-0572.fits,sdssdr12,7.83,M2,0,8366,57432,572
spec-11052-58438-0385.fits,sdssdr12,33.045,M2+C5,0,11052,58438,385
spec-8371-57751-0790.fits,sdssdr12,-20.965,M1,0.5,8371,57751,790
spec-7619-56900-0984.fits,sdssdr12,-68.56666666,G3,-2,7619,56900,984
spec-7596-56945-0928.fits,sdssdr12,-125.4375,M5,0.5,7596,56945,928
spec-10740-58223-0164.fits,sdssdr12,77.83333333,M4,0.5,10740,58223,164
spec-7405-57134-0370.fits,sdssdr12,-25.16166667,K2+WD3,0,7405,57134,370
spec-8191-57390-0256.fits,sdssdr12,13.8375,M6,-0.5,8191,57390,256
spec-7662-57358-0972.fits,sdssdr12,-112.765,K7,0.5,7662,57358,972
spec-7317-56992-0106.fits,sdssdr12,-35.8475,M0,-0.5,7317,56992,106
spec-8399-57843-0640.fits,sdssdr12,0.925,M2,1,8399,57843,640
spec-8178-57428-0371.fits,sdssdr12,-15.8625,K4+WD3,0,8178,57428,371
spec-7403-57071-0876.fits,sdssdr12,-32.23333333,K4+WD3,0,7403,57071,876
spec-8836-57424-0503.fits,sdssdr12,-147.0533333,K3+C4,0,8836,57424,503
spec-7386-56769-0269.fits,sdssdr12,-118.6816667,F7+WD3,0,7386,56769,269
spec-7626-56934-0324.fits,sdssdr12,-28.21666667,M5,0.5,7626,56934,324
spec-7618-56898-0503.fits,sdssdr12,-25.83333333,F5,-1,7618,56898,503
spec-8875-57779-0917.fits,sdssdr12,-35.73,M7,0.5,8875,57779,917
spec-8237-58162-0672.fits,sdssdr12,-44.44,M6,0,8237,58162,672
spec-7276-57061-0474.fits,sdssdr12,-28.98166667,M0,0.5,7276,57061,474
spec-8430-57488-0198.fits,sdssdr12,-75.015,G8+K3,0,8430,57488,198
spec-7423-57135-0704.fits,sdssdr12,66.455,F7,0,7423,57135,704
spec-6683-56416-0742.fits,sdssdr12,-33.015,F1,0,6683,56416,742
spec-7408-56780-0954.fits,sdssdr12,-158.4533333,G3,-1,7408,56780,954
spec-10231-58171-0660.fits,sdssdr12,2.51,G8+K2,0,10231,58171,660
spec-7426-56771-0890.fits,sdssdr12,68.0425,K3+M1,0,7426,56771,890
spec-7600-56984-0575.fits,sdssdr12,-48.8225,M3,0.5,7600,56984,575
spec-7310-56693-0598.fits,sdssdr12,-80.75,M3,0.5,7310,56693,598
spec-11068-58488-0040.fits,sdssdr12,-29.8775,M0,-0.5,11068,58488,40
spec-7415-57097-0458.fits,sdssdr12,-37.30666667,K7,-0.5,7415,57097,458
spec-7425-56777-0230.fits,sdssdr12,-85.81666666,WD2,0,7425,56777,230
spec-7420-56753-0640.fits,sdssdr12,-140.0216667,G9,-0.5,7420,56753,640
spec-7406-56805-0326.fits,sdssdr12,-101.8133333,M0,0.5,7406,56805,326
spec-1892-53238-0098.fits,sdssdr12,-83.5,A7,-0.5,1892,53238,98
spec-8405-57835-0600.fits,sdssdr12,-103.225,K5,-2,8405,57835,600
spec-11357-58522-0406.fits,sdssdr12,64.76833333,G9+C4,0,11357,58522,406
spec-7606-56977-0648.fits,sdssdr12,-4.1025,K3+M1,0,7606,56977,648
spec-10761-58283-0770.fits,sdssdr12,-55.64833333,K4,-1,10761,58283,770
spec-7891-57332-0540.fits,sdssdr12,2.13,F7+G0,0,7891,57332,540
spec-7759-58401-0370.fits,sdssdr12,-13.45333333,M4,0.5,7759,58401,370
spec-7874-57279-0933.fits,sdssdr12,-12.375,M1,0.5,7874,57279,933
spec-7310-56693-0432.fits,sdssdr12,-121.8333333,M1,0.5,7310,56693,432
spec-2203-53915-0560.fits,sdssdr12,-99.74,F7,0,2203,53915,560
spec-10275-58467-0816.fits,sdssdr12,6.268333333,M6,0,10275,58467,816
spec-8856-57453-0818.fits,sdssdr12,-2.843333333,M5,0.5,8856,57453,818
spec-11546-58488-0940.fits,sdssdr12,-26.3875,M2+WD2,0,11546,58488,940
spec-8159-57064-0397.fits,sdssdr12,97.04166666,F6,-1.5,8159,57064,397
spec-8194-57401-0844.fits,sdssdr12,-46.965,M4,0.5,8194,57401,844
spec-7308-56709-0147.fits,sdssdr12,-181.15,K0,-2,7308,56709,147
spec-7279-57071-0241.fits,sdssdr12,-51.535,M4,0.5,7279,57071,241
spec-11062-58509-0738.fits,sdssdr12,-78.03666666,M0,-0.5,11062,58509,738
spec-5127-55889-0115.fits,sdssdr12,79.87666666,C5+WD4,0,5127,55889,115
spec-8230-57430-0995.fits,sdssdr12,-4.125,M4,0.5,8230,57430,995
spec-7615-56977-0811.fits,sdssdr12,-57.8525,M3,0.5,7615,56977,811
spec-7306-56684-0017.fits,sdssdr12,-8.831666666,F4,-1.5,7306,56684,17
spec-7433-57166-0330.fits,sdssdr12,-255,K7,-0.5,7433,57166,330
spec-8287-57401-0374.fits,sdssdr12,96.40333333,K5+C4,0,8287,57401,374
spec-7395-57131-0832.fits,sdssdr12,-160.8375,K3,-1,7395,57131,832
spec-7628-56978-0803.fits,sdssdr12,-56.72833333,K7,0.5,7628,56978,803
spec-7760-58080-0195.fits,sdssdr12,-45.96166667,K7+M2,0,7760,58080,195
spec-11634-58484-0649.fits,sdssdr12,-43.1425,M3,0.5,11634,58484,649
spec-7824-57282-0417.fits,sdssdr12,-7.4825,M3,0.5,7824,57282,417
spec-2746-54232-0280.fits,sdssdr12,47.58666667,L0,0,2746,54232,280
spec-2185-53532-0076.fits,sdssdr12,-101.7333333,G8,-0.5,2185,53532,76
spec-8225-57375-0582.fits,sdssdr12,-66.325,M3,0.5,8225,57375,582
spec-8525-57900-0342.fits,sdssdr12,-116.31,K7,-0.5,8525,57900,342
spec-7398-56781-0182.fits,sdssdr12,-159.7833333,G3,-1,7398,56781,182
spec-7694-57359-0836.fits,sdssdr12,50.75833333,M7,0.5,7694,57359,836
spec-10665-58456-0789.fits,sdssdr12,-25.88,M7,0.5,10665,58456,789
spec-7630-57006-0292.fits,sdssdr12,-102.1466667,K7,-0.5,7630,57006,292
spec-7428-56781-0872.fits,sdssdr12,1.345,M4,0.5,7428,56781,872
spec-8357-58157-0206.fits,sdssdr12,-5.21,M2,1,8357,58157,206
spec-7302-57012-0969.fits,sdssdr12,-31.0275,M1,0.5,7302,57012,969
spec-7318-56990-0856.fits,sdssdr12,-24.515,G9,-0.5,7318,56990,856
spec-8375-57520-0492.fits,sdssdr12,58.24666666,M3,0.5,8375,57520,492
spec-7589-56946-0107.fits,sdssdr12,-35.925,M5,0.5,7589,56946,107
spec-7397-57129-0524.fits,sdssdr12,-11.33666667,M5,0.5,7397,57129,524
spec-2745-54231-0585.fits,sdssdr12,38.97666667,C5+WD4,0,2745,54231,585
spec-7432-57107-0098.fits,sdssdr12,-59.18166666,M1,-0.5,7432,57107,98
spec-7402-56810-0282.fits,sdssdr12,-6.6775,M0,0.5,7402,56810,282
spec-7644-57327-0494.fits,sdssdr12,-14.55333333,K7+WD4,0,7644,57327,494
spec-7671-57360-0064.fits,sdssdr12,-8.548333333,M0,0.5,7671,57360,64
spec-7857-57278-0646.fits,sdssdr12,9.208333333,M6,0,7857,57278,646
spec-7286-57096-0301.fits,sdssdr12,-5.08,K4+WD3,0,7286,57096,301
spec-8362-57732-0654.fits,sdssdr12,-14.50666667,M6,0,8362,57732,654
spec-8500-57432-0278.fits,sdssdr12,56.89166666,G3,-1,8500,57432,278
spec-8368-57431-0941.fits,sdssdr12,-37.3075,M5,0.5,8368,57431,941
spec-7748-58396-0326.fits,sdssdr12,-81.065,K4,-1,7748,58396,326
spec-11108-58467-0833.fits,sdssdr12,-61.995,K2+M0,0,11108,58467,833
spec-7277-56748-0852.fits,sdssdr12,-46.3175,K5,-0.5,7277,56748,852
spec-7710-58284-0719.fits,sdssdr12,1.846666667,M2,0,7710,58284,719
spec-7432-57107-0077.fits,sdssdr12,-4.946666667,M0,-0.5,7432,57107,77
spec-7286-57096-0614.fits,sdssdr12,19.38833333,M1,0.5,7286,57096,614
spec-8187-57423-0664.fits,sdssdr12,17.02166667,M3,0.5,8187,57423,664
spec-7824-57282-0801.fits,sdssdr12,36.1,F7,0,7824,57282,801
spec-11061-58428-0562.fits,sdssdr12,-15.89,M4,0.5,11061,58428,562
spec-7652-57579-0258.fits,sdssdr12,-255,G1,-2,7652,57579,258
spec-7720-58101-0860.fits,sdssdr12,-70.98833333,K7,0.5,7720,58101,860
spec-7393-56749-0568.fits,sdssdr12,-7.228333333,M0,0.5,7393,56749,568
spec-7375-56981-0242.fits,sdssdr12,1.916666667,K7+M1,0,7375,56981,242
spec-8382-57513-0811.fits,sdssdr12,-23.85,F7,-1,8382,57513,811
spec-7412-57162-0619.fits,sdssdr12,119.9733333,K0+C4,0,7412,57162,619
spec-8207-57431-0912.fits,sdssdr12,25.11,K5+M0,0,8207,57431,912
spec-7285-56991-0441.fits,sdssdr12,-8.29,G9,-0.5,7285,56991,441
spec-7290-57073-0696.fits,sdssdr12,21.37333333,M4,0.5,7290,57073,696
spec-7707-57663-0833.fits,sdssdr12,-196.705,K5,-2,7707,57663,833
spec-8368-57431-0804.fits,sdssdr12,12.52,M4,0.5,8368,57431,804
spec-7618-56898-0201.fits,sdssdr12,-39.85833333,M3,-1,7618,56898,201
spec-10267-58223-0403.fits,sdssdr12,21.35,M5,0.5,10267,58223,403
spec-10756-58226-0262.fits,sdssdr12,-112.5316667,M5,0.5,10756,58226,262
spec-7393-56749-0138.fits,sdssdr12,-65.3625,K4+M1,0,7393,56749,138
spec-7410-57104-0120.fits,sdssdr12,-13.77,M5,0.5,7410,57104,120
spec-7675-57327-0937.fits,sdssdr12,-57.965,M3,-1,7675,57327,937
spec-7840-57003-0079.fits,sdssdr12,71.77833333,M2,1,7840,57003,79
spec-7578-56956-0466.fits,sdssdr12,9.9,K7+WD2,0,7578,56956,466
spec-7580-56955-0370.fits,sdssdr12,50.93166667,K1,-1,7580,56955,370
spec-7852-56987-0428.fits,sdssdr12,-30.655,A8,0.5,7852,56987,428
spec-7585-57190-0306.fits,sdssdr12,-49.865,M2,0,7585,57190,306
spec-10726-58199-0020.fits,sdssdr12,-86.2425,M6,0,10726,58199,20
spec-8178-57428-0920.fits,sdssdr12,-210.5466667,F8,-1.5,8178,57428,920
spec-8385-57511-0731.fits,sdssdr12,120.3783333,F7,-2,8385,57511,731
spec-7281-57007-0284.fits,sdssdr12,-3.128333333,G4,-0.5,7281,57007,284
spec-7294-56739-0390.fits,sdssdr12,-65.36833333,M4,0.5,7294,56739,390
spec-7390-57130-0303.fits,sdssdr12,82.76333333,M1,0.5,7390,57130,303
spec-8759-57700-0551.fits,sdssdr12,-58.47,M2,1,8759,57700,551
spec-7667-57580-0759.fits,sdssdr12,-50.85166667,M7,0.5,7667,57580,759
spec-7853-56988-0954.fits,sdssdr12,-160.34,M0,0.5,7853,56988,954
spec-7736-57728-0820.fits,sdssdr12,5.996666666,M5,0.5,7736,57728,820
spec-7413-56769-0474.fits,sdssdr12,-0.165,M4,0.5,7413,56769,474
spec-3262-54884-0458.fits,sdssdr12,-169.0316667,G4,-1.5,3262,54884,458
spec-7433-57166-0625.fits,sdssdr12,16.78333333,M1,-0.5,7433,57166,625
spec-7856-57260-0016.fits,sdssdr12,-120.4733333,M0,0.5,7856,57260,16
spec-7428-56781-0464.fits,sdssdr12,4.326666667,M5,0.5,7428,56781,464
spec-7295-57067-0046.fits,sdssdr12,6.78,M3,0.5,7295,57067,46
spec-7382-56991-0820.fits,sdssdr12,-6.9825,M3,0.5,7382,56991,820
spec-7752-58072-0085.fits,sdssdr12,20.04666667,M5,0.5,7752,58072,85
spec-8373-57785-0888.fits,sdssdr12,-80.15833333,F7+G4,0,8373,57785,888
spec-8407-57839-0278.fits,sdssdr12,-157.7616667,M2,1,8407,57839,278
spec-7386-56769-0992.fits,sdssdr12,-18.89333333,K5+WD2,0,7386,56769,992
spec-11053-58437-0152.fits,sdssdr12,-36.315,M4,0.5,11053,58437,152
spec-7833-57286-0065.fits,sdssdr12,7.791666666,M1,-0.5,7833,57286,65
spec-10752-58488-0320.fits,sdssdr12,-81.97833333,M4,0.5,10752,58488,320
spec-7275-57093-0916.fits,sdssdr12,-21.115,K7,0.5,7275,57093,916
spec-8227-57427-0699.fits,sdssdr12,-65.30333333,M0,-0.5,8227,57427,699
spec-10917-58252-0652.fits,sdssdr12,-28.67833333,M4,0.5,10917,58252,652
spec-7677-57363-0148.fits,sdssdr12,43.74,M5,0.5,7677,57363,148
spec-7705-57332-0092.fits,sdssdr12,-90.37,F7+C4,0,7705,57332,92
spec-7281-57007-0904.fits,sdssdr12,-25.94833333,M4,0.5,7281,57007,904
spec-8215-58197-0780.fits,sdssdr12,-143.54,A7,-1.5,8215,58197,780
spec-7612-56972-0366.fits,sdssdr12,-200.0066667,K0+C4,0,7612,56972,366
spec-8738-57402-0881.fits,sdssdr12,46.275,M5,0.5,8738,57402,881
spec-10250-58472-0525.fits,sdssdr12,118.6983333,F7+G4,0,10250,58472,525
spec-7879-57359-0744.fits,sdssdr12,20.61166667,M3,-1,7879,57359,744
spec-7414-56748-0320.fits,sdssdr12,-77.3,M3,0.5,7414,56748,320
spec-7726-58154-0891.fits,sdssdr12,-104.5933333,A7,0,7726,58154,891
spec-8839-57846-0590.fits,sdssdr12,15.0725,M3,0.5,8839,57846,590
spec-3261-54881-0487.fits,sdssdr12,-144.0425,A7,0,3261,54881,487
spec-7858-57281-0653.fits,sdssdr12,-112.4016667,M0,0.5,7858,57281,653
spec-3950-55680-0030.fits,sdssdr12,198.9266667,L2,0,3950,55680,30
spec-10757-58223-0246.fits,sdssdr12,19.40666667,M3,-1,10757,58223,246
spec-1932-53350-0214.fits,sdssdr12,74.75166666,L0,0,1932,53350,214
spec-8302-57389-0820.fits,sdssdr12,-43.44,M1,0.5,8302,57389,820
spec-7854-56989-0508.fits,sdssdr12,-6.6075,M0,-0.5,7854,56989,508
spec-7289-57039-0676.fits,sdssdr12,-154.74,F7,0,7289,57039,676
spec-7667-57580-0889.fits,sdssdr12,-44.66666667,M1,-0.5,7667,57580,889
spec-7513-56780-0520.fits,sdssdr12,30.74,M0,0.5,7513,56780,520
spec-7670-57328-0526.fits,sdssdr12,-49.47666667,M3,0.5,7670,57328,526
spec-0485-51909-0107.fits,sdssdr12,0.326666667,F3,-2,485,51909,107
spec-7308-56709-0281.fits,sdssdr12,-139.2966667,M0,-0.5,7308,56709,281
spec-8235-58191-0770.fits,sdssdr12,-25.26666667,M2,1,8235,58191,770
spec-7296-57046-0556.fits,sdssdr12,-46.60166667,F7,0,7296,57046,556
spec-3466-54998-0522.fits,sdssdr12,35.8325,A7+F2,0,3466,54998,522
spec-7751-58081-0987.fits,sdssdr12,-119.0325,G1,0,7751,58081,987
spec-8415-57893-0483.fits,sdssdr12,-83.54166666,M6,0,8415,57893,483
spec-7303-57013-0335.fits,sdssdr12,-1.801666667,M3,0.5,7303,57013,335
spec-7848-56959-0340.fits,sdssdr12,-32.415,M5,0.5,7848,56959,340
spec-8747-57401-0750.fits,sdssdr12,52.125,M5,0.5,8747,57401,750
spec-7412-57162-0863.fits,sdssdr12,-14.77,K7+WD4,0,7412,57162,863
spec-10259-58190-0071.fits,sdssdr12,-97.255,K5,-0.5,10259,58190,71
spec-7288-57039-0974.fits,sdssdr12,-4.6,M3,0.5,7288,57039,974
spec-7302-57012-0206.fits,sdssdr12,39.60333333,A9,0,7302,57012,206
spec-11069-58456-0550.fits,sdssdr12,-82.99666666,M2,1,11069,58456,550
spec-5360-55983-0536.fits,sdssdr12,151.005,F1,-0.5,5360,55983,536
spec-2646-54479-0216.fits,sdssdr12,-85.05833333,F9+WD10,0,2646,54479,216
spec-7319-56962-0672.fits,sdssdr12,-22.1,M2,0,7319,56962,672
spec-7277-56748-0782.fits,sdssdr12,-153.1116667,M0,-0.5,7277,56748,782
spec-7694-57359-0359.fits,sdssdr12,-14.78,K4+M1,0,7694,57359,359
spec-10753-58242-0952.fits,sdssdr12,-17.5675,M2,1,10753,58242,952
spec-7374-56751-0682.fits,sdssdr12,24.8325,M0,-0.5,7374,56751,682
spec-7376-56749-0297.fits,sdssdr12,-5.146666667,K7,-0.5,7376,56749,297
spec-2150-54510-0506.fits,sdssdr12,-37.505,F6,-1.5,2150,54510,506
